project_id;description_th
9426;Life close to nature and privateSpanish Mediterranean Styleบ้าน...ที่ความรู้สึกที่อบอุ่น พร้อมกลิ่นอายความเป็นยุโรปตะวันออกฟังก์ชั่นครบ ตอบรับการใช้ชีวิตของทุกวัยในครอบครัว 4 ห้องนอน 3 ห้องน้ำ 1 ห้องอเนกประสงค์ 2 ที่จอดรถ ทำเลเพิ่มค่า ติด ถ.หนามแดง ใกล้สถานีรถไฟฟ้า
9427;"""ครบทุกฟังก์ชั่นการใช้งานโครงการระดับคุณภาพ""พร้อมให้คุณสัมพัสถึง ความร่มรื่นใกล้ชิดธรรมชาติ บรรยากาศเงียบสงบ สาธารณูปโภคครบควัน อาทิ พนักงานรักษาความปลอดภัย ตลอด 24 ชม และกล้องวงจรปิด ใช้คีการ์ดในการข้าออก สวนสาธารณะ สนามเด็กเล่น ถนนในโครงการกว้างขวาง ทุกรายละเอียดของตัวบ้าน.....ล้วนแต่ได้รับการออกแบบที่พิถีพิถัน พร้อมแบ่งบัน ความสุข ให้แก่คุณแล้ววันนี้"
9428;โครงการคุณภาพบนทำเลประชาอุทิศ   เดินทางสะดวก  ใกล้ทางด่วน และสิ่งอำนวยความสะดวกมากมาย  ทั้งห้างสรรพสินค้า ร้านอาหาร  โรงเรียน  วัด  และตลาด  ภายในโครงการร่มรื่นและกว้างขวาง  ตัวบ้านเป็นแบบทาวน์โฮม 2 ชั้น ที่มีฟังก์ชั่นการใช้งานครบทุกความต้องการของทุกคนในครอบครัว  ออกแบบให้ง่ายต่อการบำรุงรักษาในอนาคต พร้อมประหยัดพลังงาน ทางโครงการเน้นการใช้พลังงานทางเลือก  เป็นมิตรกับสิ่งแวดล้อม   และมีระบบป้องกันน้ำท่วม หนึ่งใน Kanda Concept …Eco Smart Town
9429;ทาวน์เฮ้าส์ชั้นเดียว 2 ห้องนอน 1 ห้องน้ำ 1 ที่จอดรถ บ้านราคาเบาๆ กับสระว่ายน้ำหรูหรา
9430;"ทาวน์โฮมกว้าง คำตอบของการเริ่มต้นชีวิตเพราะเราเชื่อว่าพื้นที่ความสุขสามารถออกแบบได้ ""เอช ลิฟวิ่ง สเปซ"" ทุกตารางเมตรภายในบ้านสามารถตอบโจทย์การใช้สอยของสมาชิกในบ้าน สามารถเข้าออกได้หลายทาง ใกล้นิคมสหพัฒน์ให้คุณใช้ชีวิตได้ง่ายขึ้น"
9431;บ้านแฝดอิสระ สไตล์บ้านเดี่ยว
9434;ธนดารา การ์เด้นท์โฮม เน้นความหรูหรา แข็งแรงและอบอุ่น ผสมผสานกับความเป็นสวน ให้ความรู้สึกใกล้ชิดกับธรรมชาติ บ้านถูกออกแบบให้รับลมเย็นจากภูเขา อากาศจะเย็นสบายตลอดทั้งวันรื่นรมย์เสน่ห์วิถีท่ามกลางภูเขาใจกลางเมือง รายล้อมด้วยธรรมชาติ ความสุขของการใช้ชีวิตในบรรยากาศส่วนตัว กับบ้านเดี่ยวและทาวน์โฮมใจกลางเมือง
9436;ใช้ชีวิตที่เต็มไปด้วย “สีสัน” กับทาวน์โฮมเก๋ๆ ในคอมมิวนิตี้เก๋ๆ ที่เดอะคัลเลอร์ส ทาวน์โฮมโมเดิรน์ 2 ชั้น 4 ห้องนอน 2 ที่จอดรถ พร้อมคลับเฮ้าส์หรู และสวนสีเขียวรอบโครงการ
9440;คอนโดมิเนียมที่สมบูรณ์แบบที่สุด บนทำเลที่ดีที่สุดใน จ.ฉะเชิงเทรา เพียบพร้อมด้วยสิ่งอำนวยความสะดวกครบครัน การเดินทางที่แสนสะดวก อีกทั้งยังแวดล้อมด้วยตลาดนัด ร้านค้า ร้านอาหารมากมาย เน้นการตกแต่งที่เรียบง่าย แต่ดูดีมีสไตล์ พร้อมฟังก์ชั่นการใช้งานที่มากด้วยประโยชน์ใช้สอย
9442;เปิดมุมมองใหม่กับบ้านสวยดีไซน์ใหม่ 3 แบบ 3 สไตล์ ตอบรับทุกฟังก์ชั่นการใช้งาน คัดสรรวัสดุก่อสร้างและสุขภัณฑ์เกรดพรีเมียม ในราคาที่สัมผัสได้ บนทำเลที่ดีที่สุดในเขต ต.บึง อ.ศรีราชา
9444;LIVE..WORK PLAY ใช้ชีวิตมีสไตล์ ที่สมบูรณ์แบบ พร้อมตอบโจทย์ทุกการใช้ชีวิตของคนเมือง หลากหลายรูปแบบห้องตามไลฟ์สไตล์ พร้อมกับดีไซน์การจัดวางฟังก์ชั่นเป็นสัดส่วนตอบรับทุกรูปแบบการใช้งาน
9445;ซื่อตรง เน้นวัสดุคุณภาพ โครงสร้างบ้านที่แข็งแรง และออกแบบให้มีพื้นที่ใช้สอยกว้าง อากาศถ่ายเทได้สะดวก ประหยัดพลังงาน ภายในไม่ร้อน และทุกโครงการอยู่บนทำเลที่เดินทางสะดวก ภายในโครงการมีส่วนกลางครบครัน มีระบบรักษาความปลอดภัย 24 ชม. และกล้องวงจรปิดจุดเด่นอีกอย่าง คือ เป็นบ้านจัดสรรที่สามารถปรับฟังก์ชั่นหรือเปลี่ยนวัสดุได้ตามที่ผู้ซื้อต้องการ โดยมีเงื่อนไขว่า ต้องเป็นการจองซื้อแปลงบ้านที่อยู่ระหว่างก่อสร้างหรือยังไม่ได้เริ่มก่อสร้าง โดยทางโครงการจะมีวิศวกรและสถาปนิกให้คำแนะนำ-ปรึกษา
9446;คอนโดใหม่ เพียง 1 ก้าวสู่สถานีบางหว้าอินเตอร์เชนจ์ พร้อมส่วนกลางจัดเต็ม ทั้งฟิตเนส & สระว่ายน้ำขนาดใหญ่ CO-WORKING SPACE สุดล้ำและ ROOFTOP FACILITIES วิว 360 องศา One Price 1 Bed 32 ตร.ม. 2.49 ล้านบาท*
9447;โครงการใหม่ บนสังคมเหนือระดับ ทาวน์โฮมแห่งเดียวที่สุดแห่งทำเลศักยภาพ เพียง 500 เมตรถึงรถไฟฟ้า* เชื่อมต่อการเดินทางสู่กลางใจเมือง
9448;PRIVATE AVENUE เกษตร-นวมินทร์ โครงการทาวน์โฮมที่ออกแบบภายใต้แรงบันดาลใจจากแนวคิดที่เน้นความเรียบหรู เหมาะกับไลฟ์สไตล์คนรุ่นใหม่ และใส่ใจทุกรายละเอียดทั้งการออกแบบดีไซน์ ฟังก์ชั่น รวมถึงรายละเอียดเล็กๆทุกอย่างเข้าด้วยกัน ด้วยความพิถีพิถันทุกเรื่องราวในการใช้ชีวิต เพื่อให้ทุกวันเต็มไปด้วยความสุขการออกแบบพื้นที่ทุกตารางเมตรที่ผสานกับฟังก์ชั่นการใช้งาน ซึ่งตอบรับกับวิถีชีวิตสมัยใหม่ด้วยการดีไซน์ที่โปร่ง โล่ง สงบ เป็นส่วนตัวด้วยคุณภาพสังคมขนาดเล็กการนำเสนอรูปแบบที่มีแนวคิดใหม่และเปิดมุมมองที่กว้างขึ้น สัมผัสกับความรู้สึกที่โปร่ง โล่ง สบาย พร้อมทั้งอิสระในการปรับเปลี่ยนฟังก์ชั่นการใช้งานได้ตามความต้องการเพื่อให้เกิดประโยชน์สูงสุด
9452;พรีเมี่ยมทาวน์โฮม สังคมส่วนตัว ใกล้ทางด่วน ใช้ชีวิตย่านปิ่นเกล้า ง่ายทุกการเชื่อมต่อ
9454;เพียงวิมาน หมู่บ้านที่สร้างขึ้นมารองรับเพียง 38 ครอบครัว สําหรับผู้ที่มีรสนิยมและรักความสงบ ซึ่งอํานวยความสะดวกอย่างครบครัน บ้านทุกหลังที่เราสร้าง เราให้ความใส่ใจทุกรายละเอียดเสมือนดั่งบ้านของเราเองแบบบ้านทันสมัยและกว้างขวาง ตกแต่งไม่ซ้ำใคร ในคอนเซ็ปต์โอ่อ่า คลาสสิค ภายใต้แนวคิด บ้านสไตล์หรู ดูแตกต่าง เป็นหมู่บ้านที่เงียบสงบ อบอุ่น ร่มรื่น รายล้อมด้วยธรรมชาติสีเขียว ทั้งๆ ที่ห่างจาก ถ.ศุขประยูร เพียง 800 ม. และสะดวกในการเดินทาง ใกล้กับ ว.อี.เทค ห้างโฮมโปร อมตะ และมอเตอร์เวย์ ซื้อบ้านแฝดที่ให้สัมผัสของมิติบ้านเดี่ยว ซึ่งคุณสามารถผ่อนได้แบบชิลล์ๆ คุณสมบัติทั้ง 4 ข้อนี้ คุณจะได้รับอย่างครบถ้วนต้องจากหมู่บ้านเพียงวิมานเท่านั้น
9455;ทาวน์โฮมและบ้านเดี่ยวชั้นเดียว ออกแบบสวย ท่ามกลางทิวเขา ราคาคุ้มค่า
9456;บ้านในราคาที่ทุกคนมีสิทธิ์ครอบครอง อากาศบริสุทธิ์ วิวธรรมชาติ กว้างขวาง โปร่งสบาย สามารถต่อเติม สร้างสระว่ายน้ำ ปลูกสวน ปลูกผัก อีกหนึ่งทางเลือกของคนอยากมีบ้าน
9457;ทาวน์โฮมโมเดิร์น 2 ชั้น ดีไซน์ใหม่ล่าสุด ด้วยการออกแบบสถาปัตยกรรมที่ล้ำสมัย ผสมผสานความเรียบหรูภายใต้คอนเซ็ปต์ ''Modern Stripe Style'' ในแนวคิด Luxury-Grand Excellent ที่ตอบโจทย์ของการอยู่อาศัยอย่างแท้จริง บนทำเลศักยภาพ เชื่อมต่อทุกการเดินทาง
9458;โครงการมิกซ์ยูส 30 เมตรจากสถานีรถไฟฟ้าทองหล่อ เข้าได้สองทางจาก สุขุมวิท ซอย 55 & 57 ที่จอดรถอัตโนมัติ / พื้นที่จอดรถ 100% ระบบสมาร์ทโฮม พื้นที่สีเขียว
9459;เมทโทร บิซทาวน์ แจ้งวัฒนะ 2 อาคารพาณิชย์ ดีไซน์ทันสมัย ศูนย์กลางธุรกิจแห่งใหม่ ที่สุดแห่งทำเลคุณภาพ เปิดทำเลศักยภาพแห่งใหม่ใจกลางชุมชน ตอบสนองทุกการลงทุนธุรกิจอย่างลงตัว เดินทางสะดวก ติดถนนหอการค้าไทย เพียงไม่กี่นาทีถึงทางด่วนศรีรัช-วงแหวน พร้อมพื้นที่จอดรถส่วนกลางรองรับธุรกิจของคุณ ใกล้ห้างสรรพสินค้า เซ็นทรัล แจ้งวัฒนะExclusive unit เพียง 29 แปลง เท่านั้น (จำนวนจำกัด) พื้นที่ใช้สอย 180 ตารางเมตร สามารถปรับเปลี่ยนพื้นที่ได้ตามต้องการ เดินทางสะดวกใกล้ทุกการเชื่อมต่อ โครงการรถไฟฟ้าสายสีชมพู (แคราย-มีนบุรี), รถไฟฟ้าสายสีม่วง (บางซื่อ-บางใหญ่), รถไฟฟ้าสายสีแดงเข้ม (บางซื่อ-รังสิต)
9460;ศูนย์รวมเทคโนโลยีและโครงสร้างพื้นฐานสำหรับทุกธุรกิจ ตอบรับการลงทุนทั้งจากภาครัฐและเอกชน อาทิ Impact Arena เมืองทองธานี รถไฟฟ้าสายสีชมพู ศูนย์ราชการขนาดใหญ่ จึงไม่น่าแปลกใจที่แจ้งวฒันะเป็นศูนย์รวม New Business Model กลุ่ม New Start Up และแหลง่ที่อยู่อาศัยขนาดใหญ่ เพียง 2 นาทีสู่ถนนแจ้งวัฒนะ และถนนสาย 345 ตั้งอยู่ใจกลางหมู่บ้านขนาดใหญ่ ถึง 5 โครงการ มากกว่า 1,200 หลังคาเรือน
9461;“บ้าน” สไตล์ Modern Tropical ใกล้สนามบินนานาชาติ ภูเก็ต เริ่มเพียง 3 ล้านต้นๆ* 
9464;“บ้านเดี่ยวโซนติดถนนเมนหน้าโครงการเพียง 16 หลังเท่านั้น ทำเลโครงการติดถนนเทียนทะเลไม่ต้องเข้าซอยเดินทางสะดวกพร้อมทั้งใกล้สิ่ง อำนวยความสะดวกมากมาย แบบบ้านสไตล์โมเดิร์น พร้อมฟังก์ชั่นที่ลงตัวกับไลฟ์สไตล์คุณ”
9468;เป็นทาวน์โฮมที่มีราคาไม่แพง มีการออกแบบฟังก์ชั่นบ้านที่คำนึงถึงทิศทางของแสง ลม และการหมุนเวียนถ่ายเทอากาศ มีฝ้าเผดานสูงเกือบ 3 เมตร ทำให้รู้สึกโปร่งสบายตา มีห้องน้ำส่วนตัวในห้องนอนใหญ่ ส่วนของห้องอเนกประสงค์ชั้นล่างก็สามารถปรับเปลี่ยนเป็นห้องต่างๆ ตามต้องการเพื่อการใช้ประโยชน์อย่างคุ้มค่า
9469;คอนโดมิเนียมรูปแบบใหม่ ที่ให้คุณสนุกไปกับทุกไอเดียในการใช้ชีวิต ด้วยการออกแบบที่แตกต่างบนทุกพื้นที่การใช้งาน โดดเด่นด้วยดีไซน์ทันสมัย ตอบโจทย์ทุกการใช้ชีวิตสำหรับคนรุ่นใหม่ที่เต็มไปด้วยพลังและความคิดสร้างสรรค์ ก้าวสู่มิติใหม่ของการอยู่อาศัย ที่ทําให้คุณใช้ชีวิตเต็มที่ได้มากยิ่งขึ้น ด้วยการออกแบบทุกสัดส่วนของพื้นที่การใช้งานอย่างสร้างสรรค์ และเต็มไปด้วยแรงบันดาลใจสำหรับทุกกิจกรรม ทุกความต้องการและทุกรูปแบบของการใช้ชีวิตที่เป็นตัวเองอย่างแท้จริง
9471;Balance Your Move คอนโดใหม่ แต่งครบ ใกล้ MRT ห้วยขวางคอนโดมิเนียมคุณภาพ บน ถ.รัชดาฯ เพียง 900 ม. จากรถไฟฟ้าใต้ดิน MRT สถานีห้วยขวาง ทำเลศักยภาพใจกลาง New CBD ซึ่งเป็นแหล่งชุมชนที่มีทั้งธุรกิจท่องเที่ยวและแหล่งช้อปปิ้ง
9472;Happiness Of Life ความคุ้มค่า และความสุขที่ลงตัว สังคมคุณภาพ ใกล้ชิดธรรมชาติ ดีไซน์บ้าน โปร่ง สบาย สไตล์ดมเดิร์น ฟังก์ชั่นเทียบเท่าบ้านเดี่ยว
9474;"""ครบทุกฟังก์ชั่นการใช้งาน โครงการระดับคุณภาพ"" พร้อมให้คุณสัมพัสถึง ความร่มรื่นใกล้ชิดธรรมชาติ บรรยากาศเงียบสงบ สาธารณูปโภคครบควัน พร้อมการอยู่อาศัยที่สมบูรณ์แบบโฮบล้อมด้วยบรรยากาศธรรมชาติจุดเริ่มต้นของการสร้างครอบครัวที่อบอุ่น"
9477;"""ครบทุกฟังก์ชั่นการใช้งานโครงการระดับคุณภาพ"" พร้อมให้คุณสัมพัสถึง ความร่มรื่นใกล้ชิดธรรมชาติ บรรยากาศเงียบสงบ สาธารณูปโภคครบควัน อาทิ พนักงานรักษาความปลอดภัย ตลอด 24 ชม และกล้องวงจรปิด ใช้คีการ์ดในการข้าออก สวนสาธารณะ สนามเด็กเล่น ถนนในโครงการกว้างขวาง"
9478;Home + Biz ชีวิตที่ลงตัว โฮมออฟฟิศที่ให้ชีวิตทำงานและครอบครัวอยู่พร้อมกัน ถ.ลาดพร้าว 71 เชื่อมต่อได้ทุกการเดินทาง ใกล้ทางด่วนรามอินทรา-อาจณรงค์
9480;"""Being a part of Romance Vintage""Notting Hill คอนโดมิเนียม ให้คุณได้สัมผัสกับรูปแบบการใช้ชีวิตที่ลงตัว ภายใต้แนวคิดRomance Vintage Design แต่งแต้มสีสันวันสดใสแนว Chic Styleในวันสบายๆ ของคุณ สะดวกสบายกับการเดินทางเข้าเมืองด้วยรถไฟฟ้า BTS แบริ่ง"
9482;ลลิลทาวน์ แลนซีโอ คริป เทพารักษ์-กิ่งแก้ว บ้านหลังใหญ่ 4 นอน 3 จอด ปรับฟังก์ชั่นได้ตามใจ
9483;สัมผัสสุนทรียภาพแห่งความสงบ สรรค์สร้างทุกรายละเอียดอย่างสง่างาม...สู่ไลฟ์สไตล์ทันสมัยระดับพรีเมี่ยม เชื่อมทำเลศักยภาพสู่ใจกลางเมืองโครงการเป็นบ้านเดี่ยว พัฒนาบนที่ดิน 10 ไร่ มีจำนวน 49 ยูนิต มีแบบบ้านให้เลือก 3 แบบ ลงในที่ดินตั้งแต่ 50-121 ตร.ว.-แบบ Sirio one  พื้นที่ใช้สอย 150 ตร.ม.  3 ห้องนอน 3 ห้องน้ำ จอดรถ 2 คัน-แบบ Sirio two พื้นที่ใช้สอย 170 ตร.ม. 3 ห้องนอน 3 ห้องน้ำ จอดรถ 2 คัน-แบบ Sirio three พื้นที่ใช้สอย 190 ตร.ม. 3 ห้องนอน 3 ห้องน้ำ จอดรถ 2 คัน
9484;สัมผัสชีวิตคนเมืองจากบ้านเดี่ยวโครงการใหม่ Location ดี ใกล้สนามบิน ทางพิเศษอุดรรัถยา อยู่โซนใกล้คลับเฮ้าส์และสวน ผสานแนวคิดชีวิตคนเมืองและธรรมชาติไว้อย่างลงตัว
9486;THE PINNACLE OF PEACE  (เหนือระดับ กับที่สุดแห่งความเป็นส่วนตัว) ตอบโจทย์รูปแบบการใช้ชีวิตสมัยใหม่ ที่ให้ความสำคัญกับพื้นที่ส่วนตัว ผ่อนคลายกับบรรยากาศ ที่ปราศจากเสียงรบกวนภายนอกด้วยบ้านสไตล์ Cozy Life ครบครันด้วยฟังก์ชั่นที่ตอบชีวิตสมัยใหม่ในสังคมส่วนตัวเพียง 31 หลังเท่านั้น โครงการตั้งอยู่บนทำเลศักยภาพ ใกล้เมืองเพียง 15 กม.ในการเดินทางสู่ถนนพระราม 3 เข้า-ออก โครงการด้วยระบบ Access Key Card ที่ทันสมัย ระบบรักษาความปลอดภัย กล้องวงจรปิด CCTV บริเวณทางเข้า-ออกโครงการ พร้อม รปภ.ตลอด 24 ชม. สโมสรพร้อมสระว่ายน้ำ ฟิตเนสรูมและสนามเด็กเล่น
9489;บ้านเดี่ยวหรู จ.เชียงใหม่ เหนือระดับด้วยดีไซน์ลักซูรี่อเมริกันคอทเทจ สถาปัตยกรรมที่มีเอกลักษณ์อย่างโดดเด่น ภายใต้แนวคิด “Beyond Rewarding Yourself มากกว่ารางวัลชีวิต มอบให้ตัวเอง และคนที่คุณรัก” สะท้อนรสนิยมแห่งการใช้ชีวิต บนพื้นที่อิสระของคนรุ่นใหม่ ด้วยเนื้อที่ทั้งโครงการขนาดใหญ่กว่า 48 ไร่ เสน่ห์ที่พักอาศัยในเมือง ท่องเที่ยวพักตากอากาศ บนทำเลศักยภาพ ใกล้ถนนวงแหวนรอบกลาง เชื่อมต่อทุกจุดหมายได้สะดวก
9491;Zilhouette Thonglor บ้านหรูระดับ Ultra-Luxury 7 ชั้น สไตล์ Sophisticated Modern Luxury ในถนนทองหล่อ 25 ที่เน้นความเป็นส่วนตัว มีเพียง 3 ยูนิต พร้อม Private Facilities ครบครัน สระว่ายน้ำส่วนตัว ลิฟท์โดยสารส่วนตัว และแยกโซนแม่บ้านเป็นสัดส่วน ออกแบบโดย บริษัท PAA Studio จำกัด
9492;จะดีแค่ไหนถ้าคุณมีทั้งธุรกิจและที่อยู่อาศัยในที่เดียวกัน ตั้งอยู่ใจกลางศูนย์การคมนาคม แหล่งการทำงาน และแหล่งชุมชนที่สามารถรองรับธุรกิจทุกรูปแบบ Metro Biz Town อาคารพาณิชย์ใหม่ ล่าสุด 3.5 ชั้น สไตล์ยุโรป พร้อมให้คุณเป็นเจ้าของ บน 2 ทำเลศักยภาพ
9493;ขยับสู่อีกจังหวะของชีวิต
9496;เพราะคิดและใส่ใจอย่างผู้อยู่อาศัย The Nigh Condo จึงมอบให้คุณมากกว่าที่คุณจะคาดหวังจากโครงการในระดับเดียวกันทั่วไปบ่งบอกความใส่ใจของเรา ด้วยรายละเอียดรอบๆ ตัวคุณ
9499;เติมความสุขของการผักผ่อน ให้คนในครอบครัวบ้านเดี่ยวสไตล์บาหลียกสูง แบบบ้านที่จะทำให้คุณรู้สึกใกล้ธรรมชาติ แหล่งท่องเที่ยวสวนผลไม้สวนสุภัทราแลนด์ เดินทางสะดวก รถไม่ติด และใกล้ตัวเมืองช่วยให้คุณประหยัดเวลาในการเดินทาง
9500;ที่สุดแห่งความภาคภูมิอีกระดับของการใช้ชีวิตในสังคมคุณภาพ บ้านเดี่ยวแบบใหม่ สไตล์ American Glamour บรรยากาศสงบ เรียบง่าย สะท้อนตัวตนความสง่างาม หรูหรา พักผ่อนเป็นส่วนตัว ภายในบ้านพักพื้นที่กว้างขวาง สิ่งอำนวยความสะดวกครบครัน แบ่งปันเวลาแห่งความสุขท่ามกลางคอมมูนิตี้ คลับเฮ้าส์ พรั่งพร้อมด้วยโซนสำหรับทำกิจกรรมต่างๆ อย่างเต็มที่
9502;เปลี่ยนมุมมองความสุขและความมั่นคงของครอบครัว ครั้งใหม่ พบกับรูปแบบของบ้านสไตล์ Modern Home ที่อบอุ่นและทันสมัย พร้อมสิ่งอำนวยความสะดวก สโมสร สระว่ายน้ำ และสวนสาธารณะอันร่มรื่น ใจกลาง เมืองอุบลราชธานี
9503;เติมเต็มคุณภาพชีวิต กับบ้านเดี่ยวหรูหลากหลายสไตล์ เพื่อความลงตัวของคุณและครอบครัว บนเนื้อที่กว่า 55 ไร่ พบบ้านหรู ทันสมัย ที่ใส่ใจในทุกรายละเอียดของการออกแบบ เติมธรรมชาติให้ชีวิต กับสวนสาธารณะขนาดใหญ่ ที่ให้ความร่มรื่นและรื่นรมย์กับคนที่คุณรัก
9504;บ้านคุณภาพ ปลูกด้วยใจสไตล์คุณ ขนาดที่เดินเริ่มต้น 55 ตร.ว. ใกล้ ม.อุบลราชธานี
9506;""" ซิกเนเจอร์ กัลปพฤกษ์-เอกชัย ทาวน์โฮม 3 ชั้น ไซส์ XL ติดถนนเอกชัย ""XL-Townhome 3 ชั้น กับพื้นที่ใช้สอยระดับบ้านเดี่ยว เติมเต็มความสุขของทุกคนในบ้าน ด้วยฟังก์ชันที่ออกแบบมาพร้อมสำหรับชีวิตครอบครัว สัมผัสห้องนอนขนาดใหญ่สไตล์เพนส์เฮาส์พร้อมห้องแต่งตัวบนบรรยากาศแบบเป็นส่วนตัว ท่ามกลางสิ่งอำนวยความสะดวกมากมายบนทำเลเอกชัย"
9508;Are U Ready To Move“พร้อมที่จะเปลี่ยนชีวิตให้เป็นตัวเอง ที่เพียบพร้อมกับสิ่งอำนวยความสะดวกและจุดเชื่อมต่อ ทั้งถนนสายหลัก รถไฟฟ้า เข้าสู่ใจกลางเมืองอย่างง่ายดาย”ทาวน์โฮมประหยัดพลังงาน ทันสมัย แข็งแรงด้วยอิฐมวลเบา พื้นที่ใช้สอยกว้าง คุ้มค่าทุกตารางนิ้ว โดดเด่นด้วยทำเลคุณภาพ แหล่งชุมชน เปลี่ยนชีวิตให้เป็นตัวเอง ใกล้รถไฟฟ้า ถนนใหญ่ แหล่งช้อปปิ้ง ห้างสรรพสินค้า ฯลฯ
9511;มาตรฐานใหม่ของการอยู่อาศัยที่ประกอบไปด้วยสิ่งอำนวยความสะดวก ไม่ว่าจะเป็น ลานบาร์บีคิวบนชั้นดาดฟ้า, สระว่ายน้ำไร้ขอบ, ห้องรับรองบนดาดฟ้า, และฟิต เนสที่มาพร้อมด้วยอุปกรณ์ครบครัน และห้องที่มีความสูงจากพื้นจนถึงเพดาน 3.6 เมตร
9514;โครงการวินด์ สุขุมวิท 23 (ซอยประสานมิตร) ตรงข้ามกับอาคารชินวัตรไหมไทย เป็นคอนโดมิเนียมสูง 22  ชั้น ด้วยจำนวนห้องชุดทั้งหมด 220 หน่วย มูลค่าโครงการประมาณ 1,200 ล้านบาท ครั้งแรกของคอนโดมิเนียม ที่สร้างสรรด้วยนวัตกรรมล่าสุดเพื่อการอยู่อาศัยด้วยรูปแบบการดีไซน์ในคอนเซ็ปต์ใหม่ Through Ventilation Design กับระบบ Detach Wall ให้มีช่องว่างระหว่างยูนิตเพื่อการไหลเวียนของลมธรรมชาติ และแสงสว่าง ช่วยให้อากาศถ่ายเทได้สะดวก
9515;“The Money Me รังสิต-คลองสาม” บ้านสวย ฟังก์ชั่นครบ ราคาสุดคุ้ม บนทำเลศักยภาพของถนนเลียบคลองสาม รังสิต-นครนายก การเดินทางสะดวกทุกรูปแบบ ใกล้แหล่งช้อปปิ้ง แหล่งงานราชการ-เอกชน 
9517;มิคโคนอส หัวหิน สีสันการใช้ชีวิตภายใต้บูติคคอนโดมิเนียมแห่งใหม่ ที่มีชีวิตชีวา สไตล์คอนเทมโพรารี เมดิเตอร์เรเรียม โครงการตั้งอยู่ใจกลางของอำเภอหัวหิน เมืองชายทะเลที่เป็นที่นิยมมากที่สุดแห่งหนึ่งของประเทศไทย ขับรถเพียง 2 ชั่วโมงจากกรุงเทพฯ และโครงการตั้งอยู่บริเวณชายหาดที่สวยที่สุดของหัวหินและใกล้ Market Village แหล่งชอปปิ้งที่ทันสมัยและดีที่สุด
9518;นิยามความอบอุ่นและความสุขอย่างมีระดับ เพื่อการเริ่มต้นชีวิต ด้วยบ้านคุณภาพ
9519;โครงการฟูลเลอตัน สุขุมวิท โครงการหรูระดับไฮเอนด์บนถนนสุขุมวิท ตั้งอยู่ใจกลางเมืองระหว่างซอยสุขุมวิท 59 และ 61 เป็นโครงการคอนโดมิเนียมสูง 37 ชั้น ซึ่งเป็นหนึ่งในโครงการที่สูงสุดบนถนนสุขุมวิท ด้วยจำนวนห้องชุดทั้งหมด 138 หน่วย เน้นแนวความคิดการดีไซน์และออกแบบคำนึงถึงไลฟ์สไตล์ของนักบริหารรุ่นใหม่ หรูหรา มีรสนิยม ผสมผสานกับความทันสมัยอย่างลงตัว ตกแต่งด้วยกระจกแบบ Full Height Glass และ Corner Window เพื่อชมวิวเมืองเต็มสายตา อย่างไร้ขีดจำกัด
9521;อาคารพาณิชย์ 3.5 ชั้น ในโครงการเมืองใหม่บนเนื้อที่กว่า 100 ไร่ ถนน 304 แยกสวนสัตว์ ทางเข้ามทส.ประตู 2 พื้นที่ใช้สอยออกแบบลงตัว ฟังก์ชั่นสไตล์หรู ทำเลทองการค้า ใช้วัสดุคุณภาพเกรด A มีห้องน้ำภายในทุกห้อง เดินทางสะดวก
9522;ทาวน์โฮมสไตล์อังกฤษ ที่ครบครันด้วยฟังก์ชั่น 4 ห้องนอน 3 ห้องน้ำ พร้อมสโมสรและโรงหนังส่วนตัวExtra Function เหนือกว่า เพราะให้มากถึง 4 ห้องนอน 3 ห้องน้ำ พร้อมเพิ่มฟังก์ชั่นพิเศษ อาทิ ครั้งแรกกับห้องพระในทาวน์โฮม 2 ชั้น มีห้องอเนกประสงค์ชั้นล่างที่สามารถปรับเปลี่ยนเป็นห้องต่างๆ ได้ตามต้องการ พิเศษกับ Golden Kitchen นวัตกรรมครัวไทยExtra Spec พิเศษกว่า ให้มาตรฐานวัสดุเทียบเท่าบ้านเดี่ยว เน้นคุณภาพและดีไซน์ที่ลงตัว อาทิ ประตูหน้าต่าง UPVC พร้อมโคมไฟดาวน์ไลท์ทั้งหลัง ฝ้าเพดานชั้น 2 สูงเกือบ 3 ม. ทำให้โปร่งสบาย อากาศถ่ายเทสะดวก
9524;จะดีแค่ไหน ถ้าบ้านไม่ได้เป็นเพียงพื้นที่เพื่อการอยู่อาศัย แต่เป็นที่สะสมความสุขของทุกคนในครอบครัวCentro รังสิต คลอง 4-วงแหวน โครงการบ้านเดี่ยวคุณภาพใจกลางเมือง บนถนนสายหลัก คือ รังสิต-นครนายก เชื่อมต่อวงแหวนรอบนอก มาพร้อมสิ่งอำนวยความสะดวกต่างๆ รวมไปถึงห้องพิเศษที่จัดสรรเพื่อรองรับกิจกรรมอื่นๆ
9525;ทาวน์โฮม ใกล้รถไฟฟ้า ย่านวิภาวดี-หลักสี่ เริ่ม 2.39 ล้าน* กับทาวน์โฮมสุดหรูสไตล์อังกฤษ 4 ห้องนอน 3 ห้องน้ำ พร้อมสโมสรและโรงหนังส่วนตัว รองรับทุกฟังก์ชันเพื่อการใช้ชีวิตที่แท้จริง เดินทางไปไหนก็สะดวก ใกล้รถไฟฟ้า+ทางด่วน+เซ็นทรัล
